Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min Salary,Max Salary,Average Salary,Job State,Age,Python,Spark
Data Scientist,81 - 139 ,"Date Posted

Location

Requirements
10/14/2020

Edison, NJ (Remote)

Job Description:
The person will be part of the Data Science team for a Diaspak’s client. He/ She will work with different stakeholders as SME for data engineering/data science work.
A typical work day will involve working with stakeholders in individual contributor role and upscaling the quality of team’s deliverables.
The person will also be required to participate actively in brainstorming sessions for improvement opportunities and take it to completion.
A suitable candidate should have 8-10 years of experience in a similar role and should possess a go -getter attitude. He/ She should be able to deal with aggressively changing environment.
Experience in insurance preferred but not mandatory.
Key Responsibilities & Skillsets:
8+ years of experience in analytics, machine learning, advanced statistical techniques, AI and data engineering jobs.
Excellent communication & presentation skills.
Experience in managing Python codes and collaborating with customer on model evolution.
Excellent in project management, team management and conflict management skills.
Good knowledge of data base management and Hadoop/Spark, SQL, HIVE, Python (expertise).
Superior analytical and problem solving skills.
Should be able to work on a problem independently and prepare client ready deliverable with minimal or no supervision.
Data Management Skillsets:
Ability to understand data models and identify ETL optimization opportunities. Exposure to ETL tools is preferred.
Should have strong grasp of advanced SQL functionalities (joins, nested query, and procedures).
Strong ability to translate functional specifications / requirements to technical requirements.

Apply Now",3.3,"Diaspark
3.3","Edison, NJ",201 to 500 Employees,1993,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,81,139,110.0,NJ,27,1,1
Data Scientist,83 - 141 ,"Medscape, a division of WebMD, develops and hosts physician portals and related mobile applications that make it easier for physicians and healthcare professionals to access clinical reference sources, stay abreast of the latest clinical information, learn about new treatment options, earn continuing medical education credits and communicate with peers.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.

Machine learning lies at the core of our new approach to advanced marketing and audience management. As a lead data analyst, you will lead the development of cutting edge machine learning methods that solve key problems in measurement and the audience development process. You will work closely with a cross-functional teams from editorial, product, sales and marketing, to identify areas where machine learning can have a material impact. You will work to build relevant data sets and analyze our data with rigor to drive prescriptive insights that will improve acquisition and engagement.

Responsibilities
Partner with various business lines (Product, Editorial, Sales) to create non-obvious insights.
Rigorously analyze business objectives vis exploratory machine learning methods to create testable hypothesis.
Work to build relevant data sets to support exploratory machine learning use cases.
Effectively communicate actionable or prescriptive insights to internal business partners. In a nut shell, help business partners make decisions based on data.
Implement successful machine learning solutions at scale
Qualifications
5 + years’ experience in Data or Marketing Science
Bachelor’s degree in computer science, data science, statistics or at least 4 years additional experience in data science, statistics or a similar role.
Expertise in one or more general-purpose programming languages (such as SQL, Java, Python, PySpark or Scala)
Demonstrated experience with Master Data Management and Audience Measurement use cases
Experience with ML development platforms like TensorFlow or SageMaker
Demonstrated ability to develop novel machine learning methods that go beyond putting together of existing code, and to apply problem-solving skills to complex issues
Ability to communicate effectively and collaborate with colleagues across job functions
MS, or Ph.D. in computer science, data science, statistics, highly preferred",2.8,"WebMD
2.8","New York, NY",1001 to 5000 Employees,2005,Company - Public,Internet,Information Technology,$500 million to $1 billion (USD),83,141,112.0,NY,15,1,1
Data Scientist,65 - 115 ,"Join our team! As a global leader in providing title insurance, settlement services and risk solutions for real estate transactions, First American (NYSE: FAF) is an ideal place to build your career. We have been entrusted with helping our customers achieve and protect their dream of homeownership since 1889. We believe that our people are the key to the company’s continued success, and we invest in diverse talents and backgrounds and empower our teams to achieve more than they could anywhere else. First American has created an award-winning culture and has been named to the Fortune 100 Best Companies to Work For® list for the fifth consecutive year and to more than 50 regional Best Places to Work lists. For more information, please visit www.careers.firstam.com
Job Summary
How would you like to work for one of Fortune’s top 100 Best Places to Work in 2020? At First American, we believe in People First and it shows in the passion and energy of our employees. We are seeking a Data Scientist to join our growing team. The ideal candidate will be intricately involved in performing analysis and developing models to support business decisions and manage risk. This individual will work with a variety of data assets from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining and machine learning tasks. This is a perfect opportunity for the successful candidate to become part of an innovative and energetic team that designs, develops, and implements the most valuable business solutions for the entire organization.
Data Scientist
Identifies business trends and problems through complex data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex machine learning. Designs, develops and implements the most valuable business solutions for the organization.
Essential Functions:
Leverage skills in handling very large datasets to perform exploratory analysis, construct relevant variables, and perform sample design.
Build complex predictive models to substantially improve business operations.
Act as technical expert to recommend and develop innovative analytic solutions.
Communicate and present results to internal audiences, senior leadership, prepare presentations and documentation of models and analytical solutions.
Knowledge and Skills:
Experience with large datasets
Knowledge and experience with diverse statistical and machine learning methods (e.g. - GLM/Regression, Decision Trees, Clustering, PCA, SVM, Classification, Ensemble methods etc.)
Demonstrated proficiency with machine learning languages such as Python or R
Understanding of RDBs and interactive SQL programming skills
Aptitude for picking up new technologies
Excellent verbal and written communication skills
Education:
BS or equivalent in Mathematics, Statistics, or Computer Science
MS in Mathematics, Statistics, or Computer Science degree preferred
Typical Range of Experience:
MS/MA in a related quantitative field or BA/BS with 2-3 years’ of related work experience
First American invests in its employees' development and well-being, empowers them to provide superior customer service and encourages them to serve the communities where they live and work. First American is committed to diversity and inclusion. We are an equal opportunity employer.",3.6,"First American
3.6","Santa Ana, CA",10000+ Employees,1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),65,115,90.0,CA,131,1,0
"Apple One Business Data Scientist, Apple Media Products Data Science",99 - 157 ,"Posted: Sep 22, 2020
Role Number:
200192691
At Apple, great ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. If you are an ambitious, high-energy individual who is not afraid of challenges, we’re looking for you.

Apple is seeking an expert Data Scientist to join a team passionate about Data Science & Analytics for the media space. This role will primarily focus on Apple One, which includes subscription across Apple services - Apple Music, Apple TV+, Apple Arcade, iCloud, Apple News+, and Apple Fitness+.

This role will involve working with Internet-scale data across numerous product and customer touch points, undertaking in-depth quantitative analysis, building models and partnering with business stakeholders across multiple products to drive strategy.

The team’s culture is centered around rapid iteration with open feedback and debate along the way. We encourage independent decision-making and taking calculated risks. AMP Data Science collaborates with partners across product, design, engineering, and business teams: our mission is to drive innovation at Apple through deep quantitative research of the App Store, Apple Music, Apple TV, and Apple Arcade amongst other services.
Key Qualifications
4+ years of experience in a Data Scientist or Data Analyst role in the digital media or entertainment businesses.
2+ years of experience with direct-to-consumer subscription products.
Strong proficiency with SQL-based languages including the use of large-scale analytics technologies such as Hadoop and Spark.
Familiarity with Python/R, command line, Git, Keynote, and data visualization tools such as Tableau for full-stack data analysis, insight synthesis and presentation.
Curious business attitude with an ability to condense complex concepts and analysis into clear and concise takeaways that drive action!
Excellent verbal communication and presentation skills with experience interfacing regularly with business executives. Meticulous attention to detail.
Strong time management skills with the ability to work with tight deadlines and pressure from executive requests.
Description
Dive deep into large-scale data to uncover trends and identify key insights that will inform business strategy.

Craft how best to monitor, measure and understand business performance and build out associated Keynote narratives, datasets, and dashboards.

Work closely across multiple teams including business, marketing, finance and executive teams to generate regular presentations for C-level.

Partner with other Apple organizations on data gathering, data governance, evangelizing key performance indicators and democratizing data.
Education & Experience
Bachelors degree in Computer Science, Statistics, Mathematics, Engineering, Economics or related technical field. Masters degree preferred.",4.2,"Apple
4.2","Culver City, CA",10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),99,157,128.0,CA,44,1,1
Data Scientist,94 - 151 ,"Summary
As Data Scientist you will get the chance to work on wide spectrum of challenges, ranging from traditional problems in Search and Computational Advertising to domain-specific challenges in Graph learning, Document Summarization and Knowledge Engineering.

Requirements
PhD in Statistics, Machine Learning or related quantitative discipline
Strong research background
Passion for solving real-world problems
Significant experience with R/Matlab
Hadoop/Scripting knowledge is a plus

Benefits
Competitive salary and bonus program in an entrepreneurial environment
Top-notch health, dental and vision insurance
401k plan with matching contribution
Generous paid time off plus paid holidays
Frequent catered lunches, happy hours, fun events, and plenty of snacks and drinks
Casual work environment
Supplyframe is an equal opportunity employer, LGBTQ+, BIPOC friendly

Interested?
Send an email to h4x@supplyframe.com with a cover letter, your résumé, and include the job title in the subject line.",3.8,"Supplyframe
3.8","Los Angeles, CA",1 to 50 Employees,2003,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD),94,151,122.5,CA,17,0,0
Data Scientist,63 - 113 ,"Position Overview
PNC is seeking a Data Scientist in the Specials Situations Team under Retail Lending Decision Management & Analytics. This team participates in a variety of strategic initiatives to support Retail Lending including the development of loss mitigation strategies to efficiently increase net recoveries on PNC’s Retail Lending Portfolio.

In this role, the analyst will develop and maintain models to support PNC’s Retail Lending default management strategy. Typical models include: collection scores, propensity to pay, loss-given-default and recovery estimation. The position covers retail lending products including auto, unsecured loan, consumer card and home equity. A key aspect of the role is to partner closely with default management operations to understand customers’ behavior and default management practices. Additionally, you will draw upon a combination of problem-solving, quantitative analysis and product knowledge. You will also rely on strong communication skills in order to share complex analytical results with non-technical audiences. PNC's commitment to leadership in risk management means you will always be at the leading edge of bank technology and techniques. All the while, you'll benefit from access to senior professionals within the field in a friendly, open, and engaging environment.

The position may located in Northern VA or Pittsburgh, PA

Job Description
Performs analytical tasks on vast amounts of structured and unstructured data to extract actionable business insights.
Participates in the data gathering, data processing and data mining of large and complex datasets.
Develops algorithms using advanced mathematical and statistical techniques like machine learning to predict business outcomes and recommend optimal actions to management.
Runs analytical experiments in a methodical manner to find opportunities for product and process optimization. Assists in the presentation of business insights to management using visualization technologies and data storytelling.
May partner with Data Architects, Data Analysts, Data Engineers and Visualization Experts to develop data-driven solutions for the business.
PNC Employees take pride in our reputation and to continue building upon that we expect our employees to be:
Customer Focused - Knowledgeable of the values and practices that align customer needs and satisfaction as primary considerations in all business decisions and able to leverage that information in creating customized customer solutions.
Managing Risk - Assessing and effectively managing all of the risks associated with their business objectives and activities to ensure they adhere to and support PNC's Enterprise Risk Management Framework.
Competencies
Data Architecture – Knowledge and ability to create models and standards to govern which data is collected, and how it is stored, arranged, integrated, and put to use in data systems and in organizations.Data Mining – Knowledge of tools, techniques and practices in data mining technologies used to acquire essential business information.Disruptive Innovation – Knowledge of concepts, principles, and approaches of disruptive innovation; ability to adopt the knowledge into related processes and practices.Information Capture – Knowledge of the processes and the ability to identify, capture and document relevant business information in an auditable, organized, understandable and easily retrievable manner.Machine Learning – Knowledge of principles, technologies and algorithms of machine learning; ability to develop, implement and deliver related systems, products and services.Modeling: Data, Process, Events, Objects – Knowledge of and the ability to use tools and techniques for analyzing and documenting logical relationships among data, processes or events.Prototyping – Knowledge of and ability to implement prototyping disciplines, tools and techniques in evolutionary models within the target environment.Query and Database Access Tools – Knowledge of and the ability to use, support and access facilities for extracting and formatting a database management system.
Work Experience
Roles at this level typically require a university / college degree, with 3+ years of relevant / direct industry experience. Certifications are often desired. In lieu of a degree, a comparable combination of education and experience (including military service) may be considered.
Education
Masters

Disability Accommodations Statement:

The PNC workplace is inclusive and supportive of individual needs. If you have a physical or other impairment that might require an accommodation, including technical assistance with the PNC Careers website or submission process, please call 877-968-7762 and select Option 4: Recruiting or contact us via email at pathfinder@pnc.com.

The Human Resources Service Center hours of operation are Monday - Friday 9:00 AM to 5:00 PM ET.

Equal Employment Opportunity (EEO):

PNC provides equal employment opportunity to qualified persons regardless of race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status, or other categories protected by law.

California Residents

Refer to the California Consumer Privacy Act Privacy Notice to gain understanding of how PNC may use or disclose your personal information in our hiring practices.",3.6,"PNC Financial Services Group
3.6","Pittsburgh, PA",10000+ Employees,1845,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),63,113,88.0,PA,175,0,0
Data Scientist - Nationwide Opportunities,84 - 134 ,"Bachelor’s degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent professional or military experience
Experience with ML fields, e.g., natural language processing, computer vision, statistical learning theory
4+ years of industry experience in predictive modeling, data science, and analysis
Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models
Experience writing code in Python, R, Scala, Java, C++ with documentation for reproducibility
Experience handling terabyte size datasets, diving into data to discover hidden patterns, using data visualization tools, writing SQL, and working with GPUs to develop models
Experience writing and speaking about technical concepts to business, technical, and lay audiences and giving data-driven presentations

Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI) and Machine Learning (ML)? Excited by using massive amounts of disparate data to develop ML models? Eager to learn to apply ML to a diverse array of enterprise use cases? Thrilled to be a part of Amazon who has been pioneering and shaping the world’s AI/ML technology for decades?

At Amazon Web Services (AWS), we are helping large enterprises build ML models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. AWS Professional Services works together with AWS customers to address their business needs using AI solutions.

AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML models, we’d like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers. A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions.

This is a customer-facing role and you will be required to travel to client locations and deliver professional services as needed.

Major responsibilities include:
Assist customers by being able to deliver a ML project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models with concept-drift monitoring and retraining to deliver business impact to the organization
Use AWS AI services (e.g., Personalize), ML platforms (SageMaker), and frameworks (e.g., MXNet, TensorFlow, PyTorch, SparkML, scikit-learn) to help our customers build ML models
Research and implement novel ML approaches, including hardware optimizations on platforms such as AWS Inferentia
Work with our other Professional Services consultants (Big Data, IoT, HPC) to analyze, extract, normalize, and label relevant data, and with our Professional Services engineers to operationalize customers’ models after they are prototyped

Master’s degree of PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)
Ability to develop strategic, baselined, data modeling processes; ability to accurately determine cause-and-effect relationships.
Publications or presentations in recognized ML journals or conferences
Deep technical skills, consulting experience, and business savvy to interface with all levels and disciplines within our customers’ organization
Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",3.9,"Amazon Web Services, Inc.
3.9","Philadelphia, PA",10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),84,134,109.0,PA,26,1,1
Applied Data Scientist,84 - 135 ,"Title: APPLIED DATA SCIENTIST, Tomorrow Networks

Location: New York Office

Tomorrow Networks is the leading provider of location-based, data-driven mobile advertising solutions for health and lifestyle brands.

We gather data from multiple sources, including government, prescribing and insurance activity, social media, campaign data and other location-based insights to better understand market trends and deliver measurable mobile advertising campaigns.

Our team is a nimble, smart and inquisitive group who is looking to grow with the addition of a self-motivated, curious and driven candidate to join us as a data science developer.

Key responsibilities will include:

Building and developing data products
Raw data analysis and processing
Building statistical and machine learning models
Collaboration with the rest of the data and engineering team
Youll be working with a team of data scientists, developers and engineers to bring new products to market, including front-end developers and data engineers.

Skills/Experience:

Bachelors/Masters degree in computer science or a related field with a focus on machine learning, data science, data visualization
1-2+ years of experience in similar roles
Strong fundamental knowledge in data structures and coding
Experience coding in Python, R and familiarity with C++
Proficiency with data visualization/mapping software (e.g. D3.js, Tableau)
Experience with state of the art big data technologies
Strong communication and visualization skills, to leverage the data to tell a story",3.5,"Aptus Health
3.5","New York, NY",201 to 500 Employees,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,84,135,109.5,NY,12,1,0
Data Scientist,64 - 112 ,"Position Summary...
What you'll do...


Are you a hardco­­re numbers person who would enjoy solving some of business toughest challenges by illuminating phenomena and opportunity held within one of the worlds largest data sets? The mammoth scale and volume of our global data is virtually limitless. As a data scientist, you will create insights that influence how we make decisions that have impact at an unprecedented scale.

You will have the opportunity to do your best work while unlocking vast business opportunity by extracting key insights using a wide range of advanced statistical models and machine learning and translating results into goal-oriented business actions. Each day, you will be presented with a variety of new challenges and interesting projects that tap your interests and strengths.

The Store Associate Technology Data Science and Data Engineering Team is hiring Data Scientists to join our team of data scientists and data engineers. Our team chartered with developing statistical and machine learning systems and building a robust platform to enable the application of data science to in-store technology. We work closely with each other, software developers from other teams, and the business stakeholders. Data scientists in our team participate in the full life cycle of model development, which spans from business problem discovery to model deployment and monitoring.

Youll make an impact by:

Participating in the full life cycle of model development, which spans from business problem discovery, data discovery to model deployment and monitoring.

Specifically, you will
Work with business stakeholders to understand the business requirements and the data available to solve the corresponding problems
Translate the business requirements to a problem that can be solved using statistical and/or machine learning techniques
Build datasets from different sources for data analysis and model development, which will include wrangling, cleaning, and pre-processing data
Conduct exploratory data analysis to understand the patterns and potential business insights exhibited in the data
Create data visualization to summarize the insights discovered during the data analysis and communicate them to internal team members and business stakeholders
Develop statistical and machine learning models to solve business problems and derive actionable business insights
Work with data engineers to test and validate training and production data pipelines, among other tasks
Help deploy models in various formats
Derive metrics for model performance monitoring and conduct continuous model performance monitoring (after deployment)
Present insights discovered from data analysis and statistical/machine learning modeling and make recommendation based on the results to internal team members and business stakeholders
Be proactive and take ownership of the projects and tasks assigned
Provide and support the implementation of business solutions
Collaborate with other data scientists and data engineers in our team
Own components of a data science project
Coach junior team members and share knowledge with the broader team
Continue to widen and deepen data science and engineering skillsets
Live by our Company culture and values
Adhere to model compliance with company policies and procedures, and supporting company mission, values, and standards of ethics and integrity
Youll sweep us off our feet if
Youre an inquisitive, out-of-the box thinker whos continually on the lookout for opportunities to improve and innovate data science solutions
You have consistently high standards, your passion for quality is inherent in everything that you do
You have the courage to fail fast
You have proven ability as a full stack data scientist who develops, optimizes, and scales models for the production environment
You have proven industry experience of designing, leading, and managing large-scale data science projects and collaborating with data engineers
You connect the how and why, using your knowledge of data science theories and methodologies to derive the best approach that is fit-for-purpose
You have a very strong understanding of the fundamental concepts of popular statistical and machine learning models
Youre experienced with general programing, statistical languages, and deep learning packages used to manipulate data and build statistical and machine learning models at a large scale, such as Python, R, Spark, PyTorch, Tensorflow, Keras, SQL, and SQL-like query languages for NoSQL databases
Youre proficient using database technologies, distributed datastores, and cloud computer (e.g. GCP)
You are organized and have excellent verbal and written communication skills and presentation skills
The above information has been designed to indicate the general nature and level of work performed in the role. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to this job. The full Job Description can be made available as part of the hiring process.

Minimum Qualifications
Option 1: Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 2 years' experience in an analytics or related field.
Option 2: Masters degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology, or related field.
Option 3: 4 years' experience in an analytics or related field.
Additional Preferred Qualifications
Masters or Doctoral degree in Computer Science (with a focus in Data Mining, Machine Learning and at least one of its disciplines, such as Natural Language Processing and Computer Vision), Statistics, Econometrics, Computational Neuroscience, Operational Research, Physics, or any other quantitative disciplines that require processing and modeling data at a large scale
2+ years of relevant industry experience
Proficient in Python, SQL, Spark, the associated Python and Spark packages commonly used by data scientists, and Deep Learning libraries, such as Tensorflow, Keras, and PyTorch
Proficient in other languages, such as R, used in data science is a plus
Strong understanding of and practical experience in a wide-range of machine learning algorithms
Good understanding of and practical experience with statistical modeling
Practical experience of using cloud computing
Experience working with large structured and unstructured datasets
Working knowledge of relational and NOSQL databases
Basic knowledge of data engineering is a plus
Certificates earned in data mining, machine learning, deep learning, statistical modeling, cloud computing, and data engineering is a plus
Interested in applying data science to solving retail-related problems
Strong verbal and written communication skills
Benefits & Perks:

Beyond competitive pay, you can receive incentive awards for your performance. Other great perks include 401(k) match, stock purchase plan, paid maternity and parental leave, PTO, multiple health plans, and much more.

Equal Opportunity Employer

Walmart, Inc. is an Equal Opportunity Employer By Choice. We believe we are best equipped to help our associates, customers and the communities we serve live better when we really know them. That means understanding, respecting and valuing diversity- unique styles, experiences, identities, ideas and opinions while being inclusive of all people.

Who WeAre

Join Walmart and your work could help over 275million global customers live better every week. Yes, we are the Fortune #1 company. But youll quickly find were a company who wants you to feel comfortable bringing your whole self to work. A career at Walmart is where the worlds most complex challenges meet a kinder way of life. Our mission spreads far beyond the walls of our stores. Join us and you'll discover why we are a world leader in diversity and inclusion, sustainability, and community involvement. From day one, youll be empowered and equipped to do the best work of your life.careers.walmart.com

About Global Tech
Imagine working in an environment where one line of code can make life easier for hundreds of millions of people and put a smile on their face. Thats what we do at Walmart Global Tech. Were a team of 15,000+ software engineers, data scientists and service professionals within Walmart, the worlds largest retailer, delivering innovations that improve how our customers shop and empower our 2.2 million associates. To others, innovation looks like an app, service or some code, but Walmart has always been about people. People are why we innovate, and people power our innovations. Being human-led is our true disruption.

Were virtual
Working virtually this year has helped us make quicker decisions, remove location barriers across our global team, be more flexible in our personal lives and spend less time commuting. Today, we are reimagining the tech workplace of the future by making a permanent transition to virtual work for most of our team. Of course, being together in person is an important part of our culture and shared success. Well collaborate in person at a regular cadence and with purpose.

Minimum Qualifications...


Outlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.

Option 1: Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 2
years' experience in an analytics or related field. Option 2: Masters degree in Statistics, Economics, Analytics, Mathematics, Computer Science,
Information Technology or related field. Option 3: 4 years' experience in an analytics or related field.
Preferred Qualifications...


Outlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.

Data science, machine learning, optimization models, Masters degree in Machine Learning, Computer Science, Information Technology, Operations Research, Statistics, Applied Mathematics, Econometrics, Successful completion of one or more assessments in Python, Spark, Scala, or R, Using open source frameworks (for example, scikit learn, tensorflow, torch)",3.3,"Walmart
3.3","Bentonville, AR",1001 to 5000 Employees,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),64,112,88.0,AR,58,1,1
Data Engineer,60 - 115 ,"GTL is seeking a Data Engineer to join our team at either our Falls Church, VA, Pittsburgh, PA, or Mobile, AL office locations.
The Data Engineer is a member of the Business Integration, Intelligence and Analytics Team. The Engineer will work closely with any member of the GTL team in need of solving a business problem through data analysis and interpretation. The Engineer will create ETL processes, conduct data analysis, data visualization and help develop performance metrics and KPI's in support of any group within GTL.
Responsibilities Include:
Partner with internal business stakeholders to gather required information to perform data analysis
Assist in maintaining efficient operation of the reports, visualizations and ETL processes within the GTL back-office
Support proper data governance processes and policies; implement and/or validate data lineage, quality checks, classification, etc.
Analyze and improve efficiency, scalability, and stability of various system processes
Be passionate about solving customer problems and develop solutions that are customer focused
Prepare ad-hoc reports, extracts and visualizations as needed
Convert ad-hoc reports to automated managed reports using appropriate tools, development and QA processes
Identify data inconsistencies, provide workarounds, and report them to stakeholders
Troubleshoot data issues, validate result sets, and implement process improvements
Generate tracking and monitoring tools to validate data
Discuss database structure and application data with developers and DBAs or others in data engineering to obtain best results from data
Use acquired information to help build out a big data schema and infrastructure
Reading, writing and editing system, architecture, processes and other documentation in documentation tool.
Reading, responding to, and writing service tickets in ticketing system.
Reviewing and responding to system alerts in internal and external alerting and metrics systems.
Required Qualifications:
4 Year College Degree in Computer Science, Mathematics, Statistics or a similar quantitative field or comparable experience in lieu of degree
2-5 years of experience conducting data analytics, financial analysis, ETL, data cleansing
Familiarity with Business Intelligence
Solid analytical and organizational skills, with ability to analyze processes
Proficiency in SQL
Experience with Python or equivalent scripting language
Familiarity with the command line (Windows CMD or Linux Shell)
Experience with scripting languages such as Bash and Perl
Proficiency in Excel
Experience in analyzing data using statistics
Must be accurate and detail oriented in a fast-faced environment with multiple responsibilities
Work quickly with a sense of urgency and flexibility to adapt changes resulting from a dynamic and growing environment
Ability to handle confidential information with diplomacy and tact
Ability to respond to after-hours issues based on escalation
Professional attitude and demeanor
Desired Qualifications:
Experience working with Business Intelligence software such as Business Objects, Looker and PowerBI
Experience with Microsoft SQL Server, Oracle and opensource databases such as MySQL and MariaDB
Experience with Snowflake, Apache Airflow, Spark and Hive

GTL, an innovation leader in correctional technology, education solutions that assist in rehabilitating inmates, and payment services solutions for government. GTL leads the fields of correctional technology, education, and government payment services with visionary solutions and customized products that integrate seamlessly to deliver security, financial value, and operational efficiencies while aiding inmate rehabilitation and reducing recidivism rates.

GTL is committed to a policy of Equal Employment Opportunity and will not discriminate against an applicant or employee on the basis of race, color, religion, creed, national origin or ancestry, sex, pregnancy or pregnancy-related condition, age, physical or mental disability, veteran or military status, genetic information, sexual orientation, marital status, or any other legally recognized protected basis under federal, state or local laws, regulations or ordinances. The information collected by this application is solely to determine suitability for employment, verify identity and maintain employment statistics on applicants.
#IND123",3.1,"GTL
3.1","Falls Church, VA",1001 to 5000 Employees,1989,Company - Private,Telecommunications Services,Telecommunications,$500 million to $1 billion (USD),60,115,87.5,VA,31,1,1
Data Scientist,69 - 114 ,"Sharecare is the digital health company that helps people manage all their health in one place. The Sharecare platform provides each person -- no matter where they are in their health journey -- with a comprehensive and personalized health profile, where they can dynamically and easily connect to the information, evidence-based programs and health professionals they need to live their healthiest, happiest and most productive life. With award-winning and innovative frictionless technologies, scientifically validated clinical protocols and best-in-class coaching tools, Sharecare helps providers, employers and health plans effectively scale outcomes-based health and wellness solutions across their entire populations. We are always looking for people that value the opportunity to work hard, have fun on the job, and make a difference in the lives of others through their work every day!

Job Summary:

Sharecare is searching for a Data Scientist/Statistician who will support our product, delivery, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and media delivery process optimization and using models to identify target audiences. The Sharecare Data Scientist must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. He/she must have a proven ability to drive business results with their data-based insights. He/she must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.

Essential Functions:
Formulates and leads guided, multifaceted analytic studies against large volumes of data.
Interprets and analyzes data using exploratory mathematic and statistical techniques based on the scientific method.
Coordinates research and analytic activities utilizing various data points (unstructured and structured) and employ programming to clean, massage, and organize the data.
Experiments against data points, provide information based on experiment results and provide previously undiscovered solutions to command data challenges.
Coordinates with Data Engineers to establish requirements for and/or build data environments for modeling
Works closely with all business units and engineering teams to develop strategy for long term data platform architecture.
Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and media optimization strategies.
Develop custom data models and algorithms to apply to data sets.
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
Develop company A/B testing framework and test model quality.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Qualifications:
Master's degree in Operations Research, Industrial Engineering, Applied Mathematics, Statistics, Physics, Computer Science, or related fields preferred
Fluency in statistics/statistical methods
2-4 years of professional experience
Proficient with one or more statistical programming languages (Saas, Python, R, SPSS etc.)
Demonstrated experience applying data science methods to real-world data problems
Experience utilizing visualization tools to take advantage of the growing volume of available information
Ability to multitask, manage tight deadlines, and work effectively with cross-functional teams in an ever-changing and exciting environment
Strong communication skills (written and verbal) with a results-oriented mindset
Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled",3.8,"Sharecare Inc.
3.8","New York, NY",1001 to 5000 Employees,2010,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD),69,114,91.5,NY,10,1,0
